date,channel,platform,creativeid,adlength,headlinepurpose,backgroundcolor_luminance,headlinelength,subheadlinelength,ctalength,spend,impressions,clicks,revenue
2025-04-28,paid_social,meta,CMDSMED-CID7,Static,Product Detail,Medium,19,21,3,899.04,23408.56,168,0
2025-04-28,paid_social,meta,CMDSSHE-CID0005,15s,Product Name,NA,18,30,3,1168.8,37305.1,311.5,0
2025-04-28,paid_social,meta,CMDSSHE-CID0022,Static,Product Name,NA,37,61,3,335.2,6988.8,44.8,0
2025-04-28,paid_social,meta,CMDSSHE-CID0100,Static,Product Name,NA,18,30,3,6309.1,119047.6,1703.8,0
2025-04-28,paid_social,meta,CMDSSHE-CID17,Static,Product Detail,Light,13,16,3,6741.742857,147977.9,1360.2,1477.112847
2025-04-28,paid_social,meta,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,723.1684211,18056.24211,36.14210526,242.8091375
2025-04-28,paid_social,meta,CMDSSHE-CID6,Static,Product Detail,Light,19,28,3,2665.542859,72228.3,517.25,912.317586
2025-04-28,paid_social,meta,CMDSSON-CID0001,6s,Product Detail,Dark,11,22,3,272.4571429,4699.2,62.4,0
2025-04-28,paid_social,meta,CMDSSON-CID0004,Static,Product Detail,Dark,34,34,3,428.28,7206.64,111.16,0
2025-04-28,paid_social,meta,CMDSSON-CID0009,6s,Product Detail,Dark,17,16,3,90.3,3474.8,11.2,0
2025-04-28,paid_social,meta,CMDSSON-CID0011,Static,Product Detail,Dark,17,16,3,827.4,16016,130.2,0
2025-04-28,paid_social,meta,CMDSSON-CID0017,6s,Product Detail,Dark,21,25,3,439,6260.8,79.8,0
2025-04-28,paid_social,meta,CMDSSON-CID0019,Static,Product Detail,Dark,21,25,3,396.2,5541.2,72.8,0
2025-04-28,paid_social,meta,CMDSSON-CID0025,6s,Product Detail,Dark,17,21,3,375.6333333,4099.2,9.8,0
2025-04-28,paid_social,meta,CMDSSON-CID0028,Static,Product Detail,Dark,39,39,3,865.8285714,16146.6,171.4,659.5344671
2025-04-28,paid_social,meta,CMDSSON-CID0053,6s,Product Detail,Dark,20,15,3,1663.328571,32497,368.1,1919.129292
2025-04-28,paid_social,meta,CMDSSON-CID0057,Static,Product Detail,Dark,36,34,3,675.3857143,14679.2,147.25,705.4017863
2025-04-28,paid_social,meta,CMDSSON-CID0066,6s,Product Detail,Dark,20,15,3,536.4,10568.13333,154.9333333,314.4418183
2025-04-28,paid_social,meta,CMDSSTR-CID1,Static,Campaign Slogan,Light,60,53,3,3960.372414,236988.0414,147.2413793,687.9662766
2025-04-28,paid_social,meta,CMDSSTR-CID4,Static,Campaign Slogan,Light,61,55,3,1906.593548,110781.1871,53.01935484,0
2025-04-28,paid_social,meta,CMDSSTR-CID9,Static,Campaign Slogan,Light,72,77,3,5209.957143,323514.2667,178,243.9509594
2025-04-28,paid_social,meta,CMDSWIL-CID0002,Static,Product Detail,Dark,15,17,9,155.5,3112.2,28.7,0
2025-04-28,paid_social,meta,CMDSWIL-CID0003,Static,Product Detail,Dark,13,17,9,371.92,8400.84,63.42,287.7886064
2025-04-28,paid_social,meta,CMDSWIL-CID0005,Static,Product Detail,Dark,16,16,9,153.6,3934,21,0
2025-04-28,paid_social,meta,CMDSWIL-CID0006,Static,Product Detail,Dark,14,16,9,187.96,3759.28,31.08,0
2025-04-28,paid_social,meta,CMDSWIL-CID0012,Static,Product Detail,Light,13,27,9,378.7428571,11359.6,68.4,154.313165
2025-04-28,paid_social,pinterest,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,112.6199629,6067.6,14.9,0
2025-04-28,paid_social,pinterest,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,2062.164551,85621.6,298.8,887.5730161
2025-04-28,paid_social,pinterest,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,437.9583686,24344.14286,52.2,277.763697
2025-04-28,paid_social,pinterest,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,27.80480571,4918.4,5.2,0
2025-04-28,paid_social,pinterest,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,27.80480571,4918.4,5.2,0
2025-04-28,paid_social,pinterest,CMDSAMM-CID0024,Static,Campaign Slogan,Light,19,15,3,147.1772657,22037.2,15.6,0
2025-04-28,paid_social,pinterest,CMDSAMM-CID0026,Static,Campaign Slogan,Light,19,22,3,5148.319139,254480.2,577.8,1851.440277
2025-04-28,paid_social,pinterest,CMDSAMM-CID0027,Static,Campaign Slogan,Medium,19,24,3,251.8045314,13054.4,30.2,0
2025-04-28,paid_social,pinterest,CMDSAMM-CID0028,Static,Campaign Slogan,Dark,19,23,3,452.9113314,21159.6,52.4,0
2025-04-28,paid_social,pinterest,CMDSAMM-CID0030,Static,Campaign Slogan,Dark,19,20,3,2255.826533,166017.4,262.4,470.755003
2025-04-28,paid_social,pinterest,CMDSGRY-CID0001,Static,Product Name,Medium,9,30,9,63.65110857,6623.6,7.6,0
2025-04-28,paid_social,pinterest,CMDSGRY-CID0002,Static,Product Name,Light,9,31,9,218.0990286,33777.6,33,0
2025-04-28,paid_social,pinterest,CMDSGRY-CID0003,Static,Product Name,Medium,9,46,9,47.67010286,6602.8,5.6,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0001,Static,Product Detail,Light,12,24,9,270.7933143,21965.2,27.8,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0004,Static,Product Detail,Dark,17,19,9,252.8479514,15348.8,25,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0005,Static,Product Detail,Light,20,14,9,176.5650657,16268.4,15.4,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0006,Static,Product Detail,Light,16,25,9,589.9121714,37506,59.4,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0007,Static,Product Detail,Light,20,18,9,202.7148771,12642.8,18.8,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0009,Static,Product Detail,Medium,13,21,9,321.5852771,18472.4,43.1,0
2025-04-28,paid_social,pinterest,CMDSKOL-CID0010,Static,Product Detail,Medium,17,12,9,3646.261823,171816.4,547.3,1355.051134
2025-04-28,paid_social,pinterest,CMDSKOL-CID0012,Static,Product Detail,Medium,17,12,9,913.2862407,71149.0807,133.245614,116.2081645
2025-04-28,paid_social,pinterest,CMDSKOL-CID0013,Static,Product Detail,Dark,16,21,9,1857.272528,105855.54,288.89,905.4361266
2025-04-28,paid_social,pinterest,CMDSKOL-CID0014,Static,Product Detail,Dark,16,11,9,521.0072123,19953.54667,65.21666667,76.248858
2025-04-28,paid_social,pinterest,CMDSKOL-CID0016,Static,Product Detail,Light,16,13,9,5821.020861,376222.8,878.5,820.0927767
2025-04-28,paid_social,pinterest,CMDSKOL-CID0017,Static,Product Detail,Dark,16,13,9,1368.772977,116328.8,224.8,0
2025-04-28,paid_social,pinterest,CMDSMED-CID4,Static,Product Detail,Medium,15,23,3,112.5737029,6928.8,13.2,0
2025-04-28,paid_social,pinterest,CMDSPMM-CID17,Static,Product Detail,Light,13,16,3,4971.921337,234786.4,515.6,0
2025-04-28,paid_social,pinterest,CMDSPMM-CID5,Static,Product Detail,Light,16,13,3,356.5894543,33901.6,61,208.776635
2025-04-28,paid_social,pinterest,CMDSSHE-CID0007,15s,Product Name,NA,18,30,3,101.46368,3427.2,15.4,0
2025-04-28,paid_social,pinterest,CMDSSHE-CID0024,Static,Product Name,NA,18,30,3,579.20664,17413.2,87.5,0
2025-04-28,paid_social,pinterest,CMDSWIL-CID0002,Static,Product Detail,Dark,15,17,9,143.876,19489.2,14.6,0
2025-04-28,paid_social,pinterest,CMDSWIL-CID0003,Static,Product Detail,Dark,13,17,9,58.39154,9176.72,6.44,0
2025-04-28,paid_social,pinterest,CMDSWIL-CID0005,Static,Product Detail,Dark,16,16,9,76.204372,8839.04,8.12,0
2025-04-28,paid_social,pinterest,CMDSWIL-CID0006,Static,Product Detail,Dark,14,16,9,396.8985571,57703.6,39.6,0
2025-04-28,paid_social,pinterest,CMDSWIL-CID0011,Static,Product Detail,Light,21,25,9,3524.139391,225325,495.3,188.806696
2025-04-28,paid_social,pinterest,CMDSWIL-CID0012,Static,Product Detail,Light,13,27,9,95.42902714,16310.4,12,0
2025-04-28,paid_social,snapchat,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,1191.990766,68632.2,43.1,0
2025-04-28,paid_social,snapchat,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,727.16864,7118.16,38.36,0
2025-04-28,paid_social,snapchat,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,1192.307751,68605.4,48.3,0
2025-04-28,paid_social,snapchat,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,3029.282123,70867.3913,174.026087,566.3245796
2025-04-28,paid_social,snapchat,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,3029.282123,70867.3913,174.026087,566.3245796
2025-04-28,paid_social,snapchat,CMDSAMM-CID0013,Static,Campaign Slogan,Light,19,21,3,2241.140193,32806.4,133,0
2025-04-28,paid_social,snapchat,CMDSAMM-CID0014,Static,Campaign Slogan,Light,19,15,3,393.7907514,5610,10.2,0
2025-04-28,paid_social,snapchat,CMDSAMM-CID0015,Static,Campaign Slogan,Light,19,37,3,1149.770459,13530.8,43.6,81.695205
2025-04-28,paid_social,snapchat,CMDSAMM-CID0016,Static,Campaign Slogan,Light,19,22,3,3006.017036,35202.8,135.1,1225.70947
2025-04-28,paid_social,snapchat,CMDSAMM-CID0017,Static,Campaign Slogan,Medium,19,24,3,568.0344818,7565.6,26.21818182,0
2025-04-28,paid_social,snapchat,CMDSAMM-CID0018,Static,Campaign Slogan,Dark,19,23,3,3334.173034,58080,172.5,1244.771684
2025-04-28,paid_social,snapchat,CMDSAMM-CID0020,Static,Campaign Slogan,Dark,19,20,3,3833.486297,65575,157.4,2450.747223
2025-04-28,paid_social,snapchat,CMDSGRY-CID0003,Static,Product Name,Medium,9,46,9,1872.207834,93313.4,63.8,0
2025-04-28,paid_social,snapchat,CMDSKOL-CID0009,Static,Product Detail,Medium,13,21,9,1630.808393,52488.92727,72.1,152.6941146
2025-04-28,paid_social,snapchat,CMDSKOL-CID0010,Static,Product Detail,Medium,17,12,9,7607.098969,84522.8,427.9,6535.153461
2025-04-28,paid_social,snapchat,CMDSKOL-CID0012,Static,Product Detail,Medium,17,12,9,907.4596238,39831.83077,39.2,0
2025-04-28,paid_social,snapchat,CMDSKOL-CID0013,Static,Product Detail,Dark,16,21,9,15709.43246,149155.4,842.6,11615.05208
2025-04-28,paid_social,snapchat,CMDSKOL-CID0014,Static,Product Detail,Dark,16,11,9,1324.343559,79497,57.2,0
2025-04-28,paid_social,snapchat,CMDSKOL-CID0016,Static,Product Detail,Light,16,13,9,2520.986139,28613.6,159.5,1635.910171
2025-04-28,paid_social,snapchat,CMDSKOL-CID0017,Static,Product Detail,Dark,16,13,9,6115.183022,93922.17333,369.04,4629.563787
2025-04-28,paid_social,snapchat,CMDSKOL-CID0019,Static,Product Detail,Light,16,13,9,7689.553718,110709.7833,430.15,4600.697241
2025-04-28,paid_social,snapchat,CMDSSHE-CID0006,15s,Product Name,NA,18,30,3,869.23597,79641.8,57.4,0
2025-04-28,paid_social,snapchat,CMDSSHE-CID0021,Static,Product Name,NA,18,30,3,474.84244,42270.2,32.2,0
2025-04-28,paid_social,snapchat,CMDSSHE-CID14,Static,Product Detail,Light,16,21,3,2238.850674,24200.4,105.6,1714.146946
2025-04-28,paid_social,snapchat,CMDSSHE-CID15,Static,Product Detail,Light,21,31,3,1192.522066,68728,47.7,119.7924023
2025-04-28,paid_social,snapchat,CMDSSHE-CID3,Static,Product Detail,Light,17,22,3,1331.351017,11001.2,104.6,517.330347
2025-04-28,paid_social,snapchat,CMDSSHE-CID5,Static,Product Detail,Light,16,13,3,1561.05438,17345.37778,70,127.08143
2025-04-28,paid_social,snapchat,CMDSSON-CID0002,6s,Product Detail,Dark,11,22,3,237.335804,3976,9.24,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0005,Static,Product Detail,Dark,11,22,3,255.4944714,4070,9.8,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0010,6s,Product Detail,Dark,17,16,3,2992.934187,105165.6667,73.96666667,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0013,Static,Product Detail,Dark,17,16,3,2428.499203,84463.86667,49.46666667,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0018,6s,Product Detail,Dark,21,25,3,206.041905,3504.2,5.6,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0021,Static,Product Detail,Dark,21,25,3,245.2413833,3702.066667,10.5,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0026,6s,Product Detail,Dark,17,21,3,2932.680414,103425.2,61.8,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0029,Static,Product Detail,Dark,17,21,3,2713.106974,94857.2,55.4,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0054,6s,Product Detail,Dark,20,15,3,1808.27738,60649.6,41.2,0
2025-04-28,paid_social,snapchat,CMDSSON-CID0058,Static,Product Detail,Dark,20,15,3,1372.455046,46093.6,21.6,0
2025-04-28,paid_social,snapchat,CMDSWIL-CID0011,Static,Product Detail,Light,21,25,9,1999.307365,20421.67273,119.1272727,767.0750643
2025-04-28,paid_social,snapchat,CMDSWIL-CID0012,Static,Product Detail,Light,13,27,9,1869.011211,93407.6,55.1,0
2025-04-28,paid_social,tiktok,CMDSABH-CID0005,15s,Campaign Slogan,Light,29,55,3,266.5142857,7468,12.6,0
2025-04-28,paid_social,tiktok,CMDSADY-CID0005,10s,Campaign Slogan,Dark,5,42,3,922.5,25546.4,38.9,0
2025-04-28,paid_social,tiktok,CMDSADY-CID0006,10s,Campaign Slogan,Dark,5,41,3,178.625,3839.85,6.3,0
2025-04-28,paid_social,tiktok,CMDSADY-CID0007,10s,Campaign Slogan,Dark,5,37,3,473.9285714,11788.4,18.2,0
2025-04-28,paid_social,tiktok,CMDSGRY-CID0005,7s,Product Detail,Light,40,3,3,601.4142857,14380,24.7,0
2025-04-28,paid_social,tiktok,CMDSKOL-CID0015,Static,Product Detail,Medium,16,13,9,2983.571429,70153.4,161.5,0
2025-04-28,paid_social,tiktok,CMDSKOL-CID0016,Static,Product Detail,Light,16,13,9,2288.7,59788.2,130.8,0
2025-04-28,paid_social,tiktok,CMDSKOL-CID0017,Static,Product Detail,Dark,16,13,9,1880.2,45573.4,89.7,0
2025-04-28,paid_social,tiktok,CMDSKOL-CID0019,Static,Product Detail,Light,16,13,9,1290.442857,31866.2,62.3,0
2025-04-28,paid_social,tiktok,CMDSPMM-CID7,12s,Product Detail,Light,45,45,3,871.5,13957.44,74.34,381.1680412
2025-04-28,paid_social,tiktok,CMDSTEC-CID1,12s,Product Detail,Light,34,34,3,1528.42,33428.92,146.58,0
2025-04-28,paid_social,tiktok,CMDSTEC-CID2,12s,Product Detail,Light,38,38,3,886,21051.21667,54.30833333,0
2025-04-28,paid_social,tiktok,CMDSTEC-CID3,12s,Product Detail,Medium,41,41,3,535.8,12506.2,20.65,0
2025-05-05,display,dv360,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,1886.62623,73518.26885,18.91147541,573.9937436
2025-05-05,display,dv360,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,163.0833333,8752.566667,2.1,0
2025-05-05,display,dv360,CMDSABH-CID0003,15s,Campaign Slogan,Light,29,55,3,693.0064516,40327.40645,8.670967742,0
2025-05-05,display,dv360,CMDSABH-CID0003,Static,Campaign Slogan,Light,22,19,9,693.0064516,40327.40645,8.670967742,0
2025-05-05,display,dv360,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,506.1341463,22204.75122,5.190243902,51.49021655
2025-05-05,display,dv360,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,723.5294118,32495.64706,8.021176471,340.0015228
2025-05-05,display,dv360,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,723.5294118,32495.64706,8.021176471,340.0015228
2025-05-05,display,dv360,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,185.23,10966.2,3.01,0
2025-05-05,display,dv360,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,185.23,10966.2,3.01,0
2025-05-05,display,dv360,CMDSADY-CID0003,10s,Campaign Slogan,Dark,5,37,3,681.6333333,36206.48889,7,0
2025-05-05,display,dv360,CMDSADY-CID0003,Static,Campaign Slogan,Dark,5,37,9,681.6333333,36206.48889,7,0
2025-05-05,display,dv360,CMDSAMM-CID0031,Static,Campaign Slogan,Light,19,14,9,894.6440678,29717.53898,8.138983051,0
2025-05-05,display,dv360,CMDSAMM-CID0032,Static,Campaign Slogan,Light,19,14,9,130.3371429,5640.48,2.16,0
2025-05-05,display,dv360,CMDSAMM-CID0033,Static,Campaign Slogan,Light,19,21,9,313.1877551,11571.88571,3.628571429,39.69798
2025-05-05,display,dv360,CMDSAMM-CID0034,Static,Campaign Slogan,Light,19,15,9,249.496,8386.336,1.456,0
2025-05-05,display,dv360,CMDSAMM-CID0035,Static,Campaign Slogan,Light,19,37,9,650.3314286,22601.24,6.26,0
2025-05-05,display,dv360,CMDSAMM-CID0036,Static,Campaign Slogan,Light,19,22,9,282.764,12504.688,2.688,155.6160816
2025-05-05,display,dv360,CMDSAMM-CID0037,Static,Campaign Slogan,Medium,19,24,9,797.8941176,24094.16471,5.352941176,0
2025-05-05,display,dv360,CMDSAMM-CID0038,Static,Campaign Slogan,Dark,19,23,9,568.4928571,17873.4,8,1131.094695
2025-05-05,display,dv360,CMDSAMM-CID0040,Static,Campaign Slogan,Dark,19,20,9,707.8461538,24980.63077,7.915384615,0
2025-05-05,display,dv360,CMDSBTS-CID1,Static,Campaign Slogan,Light,21,16,9,199.2971429,9037.52,2.24,0
2025-05-05,display,dv360,CMDSBTS-CID2,Static,Campaign Slogan,Light,21,25,9,193.786,8601.936,2.688,38.33157553
2025-05-05,display,dv360,CMDSBTS-CID4,Static,Campaign Slogan,Light,21,17,9,641.1454545,23344.3,6.395454545,0
2025-05-05,display,dv360,CMDSBTS-CID7,Static,Campaign Slogan,Light,21,13,9,469.7184466,16292.79223,6.469902913,248.2033335
2025-05-05,display,dv360,CMDSBTS-CID8,Static,Campaign Slogan,Light,21,9,9,530.4031746,17947.86667,5.866666667,0
2025-05-05,display,dv360,CMDSBTS-CID9,Static,Campaign Slogan,Light,21,28,9,578.4020408,19185.51429,9.328571429,147.6084319
2025-05-05,display,dv360,CMDSGRY-CID0001,Static,Product Name,Medium,9,30,9,493.0787879,20535.70909,3.393939394,134.7325382
2025-05-05,display,dv360,CMDSGRY-CID0003,Static,Product Name,Medium,9,46,9,468.3220339,17184.12203,3.891525424,0
2025-05-05,display,dv360,CMDSGRY-CID0004,Static,Product Name,Light,9,32,9,222.5333333,5521.911111,1.088888889,0
2025-05-05,display,dv360,CMDSKOL-CID0001,Static,Product Detail,Light,12,24,9,217.825,8540.6125,1.8375,0
2025-05-05,display,dv360,CMDSKOL-CID0003,Static,Product Detail,Dark,16,17,9,820.6567568,28709.34595,7.548648649,0
2025-05-05,display,dv360,CMDSKOL-CID0004,Static,Product Detail,Dark,17,19,9,382.8918919,16113.62162,3.254054054,0
2025-05-05,display,dv360,CMDSKOL-CID0005,Static,Product Detail,Light,20,14,9,308.2,13699.15556,1.633333333,0
2025-05-05,display,dv360,CMDSKOL-CID0006,Static,Product Detail,Light,16,25,9,353.8864865,13511.28649,3.935135135,0
2025-05-05,display,dv360,CMDSKOL-CID0007,Static,Product Detail,Light,20,18,9,232.6583333,10199.35,1.225,0
2025-05-05,display,dv360,CMDSKOL-CID0009,Static,Product Detail,Medium,13,21,9,525.16,26164.88,4.9,0
2025-05-05,display,dv360,CMDSKOL-CID0010,Static,Product Detail,Medium,17,12,9,1216.26,66504.76,16.52,0
2025-05-05,display,dv360,CMDSKOL-CID0012,Static,Product Detail,Medium,17,12,9,269.008,16802.352,3.192,0
2025-05-05,display,dv360,CMDSKOL-CID0013,Static,Product Detail,Dark,16,21,9,1057.083333,57074.96667,9.8,0
2025-05-05,display,dv360,CMDSKOL-CID0014,Static,Product Detail,Dark,16,11,9,1057.352632,44208.20526,9.505263158,0
2025-05-05,display,dv360,CMDSKOL-CID0016,Static,Product Detail,Light,16,13,9,819.30625,44122.925,12.075,0
2025-05-05,display,dv360,CMDSKOL-CID0017,Static,Product Detail,Dark,16,13,9,371.1545455,21311.30909,5.472727273,0
2025-05-05,display,dv360,CMDSKOL-CID0018,Static,Product Detail,Medium,16,19,9,501.6842105,29957.34737,5.747368421,0
2025-05-05,display,dv360,CMDSSON-CID0015,Static,Product Detail,Dark,17,16,9,1172.749153,55340.67119,11.08135593,0
2025-05-05,display,dv360,CMDSWIL-CID0002,Static,Product Detail,Dark,15,17,9,120.6888889,5570.444444,0.622222222,0
2025-05-05,display,dv360,CMDSWIL-CID0003,Static,Product Detail,Dark,13,17,9,41.2,3725.12,0,0
2025-05-05,display,dv360,CMDSWIL-CID0005,Static,Product Detail,Dark,16,16,9,139.5636364,6260.545455,1.781818182,0
2025-05-05,display,dv360,CMDSWIL-CID0006,Static,Product Detail,Dark,14,16,9,158,7679,0,0
2025-05-05,display,dv360,CMDSWIL-CID0010,Static,Product Detail,Light,19,19,9,102.55,6946.8,1.75,0
2025-05-05,display,dv360,CMDSWIL-CID0011,Static,Product Detail,Light,21,25,9,338.725,18309.9,4.375,0
2025-05-05,display,dv360,CMDSWIL-CID0012,Static,Product Detail,Light,13,27,9,379.1625,13899.725,2.8875,0
2025-05-05,display,google_ads,CMDSABH-CID0001,Static,Campaign Slogan,Light,19,27,9,1235.264369,123909.6444,417.8222222,0
2025-05-05,display,google_ads,CMDSABH-CID0002,Static,Campaign Slogan,Light,22,24,9,2011.976278,25411.78182,116.5818182,0
2025-05-05,display,google_ads,CMDSABH-CID0003,15s,Campaign Slogan,Light,29,55,3,266.7950733,29172.57778,68.44444444,0
2025-05-05,display,google_ads,CMDSABH-CID0003,Static,Campaign Slogan,Light,22,19,9,266.7950733,29172.57778,68.44444444,0
2025-05-05,display,google_ads,CMDSABH-CID0004,Static,Campaign Slogan,Light,27,24,9,4564.580309,456862.98,740.74,0
2025-05-05,display,google_ads,CMDSADY-CID0001,10s,Campaign Slogan,Dark,5,42,3,2619.648974,237863.6235,475.5058824,0
2025-05-05,display,google_ads,CMDSADY-CID0001,Static,Campaign Slogan,Dark,5,42,9,2619.648974,237863.6235,475.5058824,0
2025-05-05,display,google_ads,CMDSADY-CID0002,10s,Campaign Slogan,Dark,5,41,3,516.9590855,45045.12727,103.7272727,0
2025-05-05,display,google_ads,CMDSADY-CID0002,Static,Campaign Slogan,Dark,5,41,9,516.9590855,45045.12727,103.7272727,0
2025-05-05,display,google_ads,CMDSADY-CID0003,10s,Campaign Slogan,Dark,5,37,3,1430.768152,97022.1,272.4166667,0
2025-05-05,display,google_ads,CMDSADY-CID0003,Static,Campaign Slogan,Dark,5,37,9,1430.768152,97022.1,272.4166667,0
2025-05-05,display,google_ads,CMDSADY-CID0004,Static,Campaign Slogan,Dark,5,41,9,31124.96955,470443.8,1149.4,0
2025-05-05,display,google_ads,CMDSAMM-CID0031,Static,Campaign Slogan,Light,19,14,9,1043.247944,28430,72.16,0
2025-05-05,display,google_ads,CMDSAMM-CID0034,Static,Campaign Slogan,Light,19,15,9,384.0226617,7976.5,21.64166667,0
2025-05-05,display,google_ads,CMDSAMM-CID0035,Static,Campaign Slogan,Light,19,37,9,2490.052507,20507.2,71.09375,0
2025-05-05,display,google_ads,CMDSAMM-CID0036,Static,Campaign Slogan,Light,19,22,9,6674.728163,101911.84,453.08,0
2025-05-05,display,google_ads,CMDSAMM-CID0037,Static,Campaign Slogan,Medium,19,24,9,512.5362018,6017.2,17.43636364,0
2025-05-05,display,google_ads,CMDSAMM-CID0038,Static,Campaign Slogan,Dark,19,23,9,475.8988983,37579.6,78.4,0
2025-05-05,display,google_ads,CMDSAMM-CID0040,Static,Campaign Slogan,Dark,19,20,9,1161.092235,67589.69412,212.9647059,0
2025-05-05,display,google_ads,CMDSGRY-CID0001,Static,Product Name,Medium,9,30,9,123.8932971,7686,20.6,0
2025-05-05,display,google_ads,CMDSGRY-CID0003,Static,Product Name,Medium,9,46,9,368.0536873,34175.78182,69.74545455,0
2025-05-05,display,google_ads,CMDSKOL-CID0001,Static,Product Detail,Light,12,24,9,226.6657233,8624,30.48888889,0
2025-05-05,display,google_ads,CMDSKOL-CID0004,Static,Product Detail,Dark,17,19,9,345.464696,23397.36,62.3,0
2025-05-05,display,google_ads,CMDSKOL-CID0005,Static,Product Detail,Light,20,14,9,8833.628911,81878.8,219,0
2025-05-05,display,google_ads,CMDSKOL-CID0006,Static,Product Detail,Light,16,25,9,1845.777117,140634.6667,565.4833333,0
2025-05-05,display,google_ads,CMDSKOL-CID0007,Static,Product Detail,Light,20,18,9,130.71205,6556.9,21.35,0
2025-05-05,display,google_ads,CMDSKOL-CID0010,Static,Product Detail,Medium,17,12,9,7612.970847,648561.4667,1805.866667,0
2025-05-05,display,google_ads,CMDSKOL-CID0012,Static,Product Detail,Medium,17,12,9,780.4590582,44129.01818,115.9454545,0
2025-05-05,display,google_ads,CMDSKOL-CID0013,Static,Product Detail,Dark,16,21,9,2785.530307,476731.2667,615.0666667,0
2025-05-05,display,google_ads,CMDSKOL-CID0014,Static,Product Detail,Dark,16,11,9,5700.091068,215011.2,892.9333333,0
2025-05-05,display,google_ads,CMDSKOL-CID0016,Static,Product Detail,Light,16,13,9,3949.948064,158361.8,486.1,0
2025-05-05,display,google_ads,CMDSKOL-CID0017,Static,Product Detail,Dark,16,13,9,2159.585053,102260.2,223.0666667,0
2025-05-05,display,google_ads,CMDSKOL-CID0018,Static,Product Detail,Medium,16,19,9,2850.160756,34977,159.2,0
2025-05-05,display,google_ads,CMDSPMM-CID4,Static,Product Detail,Light,19,29,5,236.68078,30170,44.6,0
2025-05-05,display,google_ads,CMDSPMM-CID6,Static,Product Detail,Medium,18,22,5,2921.545774,98409.64,305.48,0
2025-05-05,display,google_ads,CMDSPMM-CID8,Static,Product Detail,Light,16,27,5,457.7072,5487.066667,29.86666667,0
2025-05-05,display,google_ads,CMDSPMM-CID9,Static,Product Detail,Light,20,20,5,138.7115044,11895.33333,27.68888889,0
2025-05-05,display,google_ads,CMDSSON-CID0015,Static,Product Detail,Dark,17,16,9,217.4561743,13017.6,36.2,0
2025-05-05,display,google_ads,CMDSSTR-CID14,Static,Product Detail,Light,16,21,9,8614.225355,129744.825,330.6625,0
2025-05-05,display,google_ads,CMDSSTR-CID15,Static,Product Detail,Light,21,31,9,1467.692405,127208.55,274.225,0
2025-05-05,display,google_ads,CMDSSTR-CID17,Static,Product Detail,Light,13,16,9,4667.100763,37247.23333,210.9333333,0
2025-05-05,display,google_ads,CMDSSTR-CID5,Static,Product Detail,Light,16,13,9,2419.689391,95125.1,164.9375,0
2025-05-05,display,google_ads,CMDSSTR-CID6,Static,Product Detail,Light,19,28,9,526.74172,35871.85,161.35,0
2025-05-05,display,google_ads,CMDSSTR-CID9,Static,Product Detail,Light,19,18,9,91.46162857,14479.6,27.6,0
2025-05-05,display,google_ads,CMDSWIL-CID0002,Static,Product Detail,Dark,15,17,9,115.146616,7624.4,30.24,0
2025-05-05,display,google_ads,CMDSWIL-CID0003,Static,Product Detail,Dark,13,17,9,1633.148449,32604,113.2,0
2025-05-05,display,google_ads,CMDSWIL-CID0005,Static,Product Detail,Dark,16,16,9,111.0843343,6318,32.2,0
2025-05-05,display,google_ads,CMDSWIL-CID0006,Static,Product Detail,Dark,14,16,9,199.0668156,10677.64444,40.91111111,0
